第35个节点
UB = 64800, LB = 64800, GAP = 0
天津站795分出乘C2046 →C2067 天津站967分退乘 ,总长度, 172,纯乘务时间 70,总接续时间 102,外驻时间 0,总工作时间292
北京南站532分出乘C2207 →C2018 →C2043 →C2038 北京南站768分退乘 ,总长度, 236,纯乘务时间 146,总接续时间 90,外驻时间 0,总工作时间356
天津站939分出乘C2230 →C2075+ →C2072+ →C2087 天津站1167分退乘 ,总长度, 228,纯乘务时间 146,总接续时间 82,外驻时间 0,总工作时间348
北京南站1065分出乘C2081 →C2242 →C2241 →C2246 北京南站1312分退乘 ,总长度, 247,纯乘务时间 158,总接续时间 89,外驻时间 0,总工作时间367
天津站905分出乘C2056 →C2589 →C2070 →C2085 天津站1155分退乘 ,总长度, 250,纯乘务时间 140,总接续时间 110,外驻时间 0,总工作时间370
北京南站798分出乘C2587 →C2226 →C2069 →C2064 北京南站1040分退乘 ,总长度, 242,纯乘务时间 146,总接续时间 96,外驻时间 0,总工作时间362
天津站1124分出乘C2078 →C2091 →C2096 →C2103 天津站1373分退乘 ,总长度, 249,纯乘务时间 140,总接续时间 109,外驻时间 0,总工作时间369
天津站412分出乘C2614 →C2205 →C2584 →C2585 天津站662分退乘 ,总长度, 250,纯乘务时间 146,总接续时间 104,外驻时间 0,总工作时间370
天津站547分出乘C2016 →C2211 →C2032 →C2217 天津站793分退乘 ,总长度, 246,纯乘务时间 152,总接续时间 94,外驻时间 0,总工作时间366
北京南站858分出乘C2059+ →C2058+ →C2073 →C2236 北京南站1084分退乘 ,总长度, 226,纯乘务时间 146,总接续时间 80,外驻时间 0,总工作时间346
天津站674分出乘C2030 →C2051 →C2048 →C2063 天津站924分退乘 ,总长度, 250,纯乘务时间 140,总接续时间 110,外驻时间 0,总工作时间370
