ObjValue
34500000
25546080
20872000
15995040
14000800
11023840
9536080
7643040
6748320
6054560
5061280
5060320
4166320
3768480
3370400
2972800
2775680
1782160
1782160
1683600
1385040
1286480
392960
294400
294400
195840
195840
