乘务交路 1 
天津站1195分出乘C2244 →C2245 →C2100 →C2105 天津站1398分退乘 ,总长度, 203,纯乘务时间 152,总接续时间 51,外驻时间 0,总工作时间323

乘务交路 2 
北京南站361分出乘C2001 →C2614 →C2015 →C2014 北京南站553分退乘 ,总长度, 192,纯乘务时间 140,总接续时间 52,外驻时间 0,总工作时间312

乘务交路 3 
北京南站1146分出乘C2089+ →C2090 →C2099 →C2580 北京南站1375分退乘 ,总长度, 229,纯乘务时间 140,总接续时间 89,外驻时间 0,总工作时间349

乘务交路 4 
北京南站548分出乘C2025 →C2026 →C2045+ →C2586 北京南站780分退乘 ,总长度, 232,纯乘务时间 140,总接续时间 92,外驻时间 0,总工作时间352

乘务交路 5 
北京南站577分出乘C2031 →C2024+ →C2047 →C2042 北京南站791分退乘 ,总长度, 214,纯乘务时间 140,总接续时间 74,外驻时间 0,总工作时间334

乘务交路 6 
天津站365分出乘C2002 →C2011 →C2008 →C2207 天津站573分退乘 ,总长度, 208,纯乘务时间 146,总接续时间 62,外驻时间 0,总工作时间328

乘务交路 7 
天津站591分出乘C2018 →C2039 →C2034 →C2053 天津站805分退乘 ,总长度, 214,纯乘务时间 140,总接续时间 74,外驻时间 0,总工作时间334

乘务交路 8 
北京南站714分出乘C2049 →C2222 →C2223 →C2056 北京南站940分退乘 ,总长度, 226,纯乘务时间 152,总接续时间 74,外驻时间 0,总工作时间346

乘务交路 9 
北京南站820分出乘C2221 →C2054 →C2069 →C2064 北京南站1040分退乘 ,总长度, 220,纯乘务时间 146,总接续时间 74,外驻时间 0,总工作时间340

乘务交路 10 
北京南站1072分出乘C2235 →C2080 →C2241 →C2246 北京南站1312分退乘 ,总长度, 240,纯乘务时间 158,总接续时间 82,外驻时间 0,总工作时间360

乘务交路 11 
北京南站443分出乘C2581 →C2012 →C2029 →C2218 北京南站688分退乘 ,总长度, 245,纯乘务时间 146,总接续时间 99,外驻时间 0,总工作时间365

乘务交路 12 
天津站1139分出乘C2242 →C2241 →C2096 →C2103 天津站1373分退乘 ,总长度, 234,纯乘务时间 152,总接续时间 82,外驻时间 0,总工作时间354

乘务交路 13 
北京南站411分出乘C2009+ →C2208 →C2583 →C2214 北京南站618分退乘 ,总长度, 207,纯乘务时间 152,总接续时间 55,外驻时间 0,总工作时间327

乘务交路 14 
北京南站1182分出乘C2091 →C2092 →C2101 →C2108 北京南站1407分退乘 ,总长度, 225,纯乘务时间 140,总接续时间 85,外驻时间 0,总工作时间345

乘务交路 15 
天津站695分出乘C2032 →C2217 →C2048 →C2065 天津站935分退乘 ,总长度, 240,纯乘务时间 146,总接续时间 94,外驻时间 0,总工作时间360

乘务交路 16 
北京南站392分出乘C2201 →C2206 →C2019 →C2022 北京南站637分退乘 ,总长度, 245,纯乘务时间 152,总接续时间 93,外驻时间 0,总工作时间365

乘务交路 17 
天津站1178分出乘C2084 →C2243 →C2098 →C2107 天津站1420分退乘 ,总长度, 242,纯乘务时间 146,总接续时间 96,外驻时间 0,总工作时间362

乘务交路 18 
天津站398分出乘C2202 →C2015 →C2016 →C2033 天津站635分退乘 ,总长度, 237,纯乘务时间 146,总接续时间 91,外驻时间 0,总工作时间357

乘务交路 19 
北京南站1146分出乘C2089+ →C2088+ →C2099 →C2106 北京南站1388分退乘 ,总长度, 242,纯乘务时间 140,总接续时间 102,外驻时间 0,总工作时间362

乘务交路 20 
天津站420分出乘C2204 →C2205 →C2584 →C2585 天津站662分退乘 ,总长度, 242,纯乘务时间 152,总接续时间 90,外驻时间 0,总工作时间362

乘务交路 21 
北京南站968分出乘C2229 →C2590 →C2237 →C2082 北京南站1205分退乘 ,总长度, 237,纯乘务时间 152,总接续时间 85,外驻时间 0,总工作时间357

乘务交路 22 
北京南站374分出乘C2003 →C2006 →C2017 →C2212 北京南站593分退乘 ,总长度, 219,纯乘务时间 146,总接续时间 73,外驻时间 0,总工作时间339

乘务交路 23 
天津站969分出乘C2232 →C2231 →C2240 →C2239 天津站1207分退乘 ,总长度, 238,纯乘务时间 164,总接续时间 74,外驻时间 0,总工作时间358

乘务交路 24 
天津站1067分出乘C2238 →C2087 →C2086 →C2097 天津站1302分退乘 ,总长度, 235,纯乘务时间 146,总接续时间 89,外驻时间 0,总工作时间355

乘务交路 25 
北京南站403分出乘C2595 →C2010+ →C2023 →C2022 北京南站637分退乘 ,总长度, 234,纯乘务时间 140,总接续时间 94,外驻时间 0,总工作时间354

乘务交路 26 
北京南站387分出乘C2005 →C2210 北京南站572分退乘 ,总长度, 185,纯乘务时间 76,总接续时间 109,外驻时间 0,总工作时间305

乘务交路 27 
北京南站557分出乘C2027+ →C2216 →C2043 →C2038 北京南站768分退乘 ,总长度, 211,纯乘务时间 146,总接续时间 65,外驻时间 0,总工作时间331

乘务交路 28 
北京南站451分出乘C2203 →C2212 →C2035 →C2028 北京南站700分退乘 ,总长度, 249,纯乘务时间 152,总接续时间 97,外驻时间 0,总工作时间369

乘务交路 29 
北京南站889分出乘C2063 →C2230 →C2075+ →C2598 北京南站1125分退乘 ,总长度, 236,纯乘务时间 146,总接续时间 90,外驻时间 0,总工作时间356

乘务交路 30 
北京南站880分出乘C2061 →C2060 →C2073 →C2072+ 北京南站1116分退乘 ,总长度, 236,纯乘务时间 140,总接续时间 96,外驻时间 0,总工作时间356

乘务交路 31 
北京南站640分出乘C2037 →C2220 →C2219 →C2050 北京南站881分退乘 ,总长度, 241,纯乘务时间 152,总接续时间 89,外驻时间 0,总工作时间361

乘务交路 32 
北京南站979分出乘C2589 →C2236 →C2085 →C2082 北京南站1205分退乘 ,总长度, 226,纯乘务时间 146,总接续时间 80,外驻时间 0,总工作时间346

乘务交路 33 
北京南站616分出乘C2211 →C2030 →C2051 →C2046 北京南站830分退乘 ,总长度, 214,纯乘务时间 146,总接续时间 68,外驻时间 0,总工作时间334

乘务交路 34 
天津站893分出乘C2228 →C2227 →C2066 →C2083 天津站1129分退乘 ,总长度, 236,纯乘务时间 152,总接续时间 84,外驻时间 0,总工作时间356

乘务交路 35 
天津站869分出乘C2226 →C2067 →C2234 →C2233 天津站1092分退乘 ,总长度, 223,纯乘务时间 158,总接续时间 65,外驻时间 0,总工作时间343

乘务交路 36 
