交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
34,54,C2054,887,922,天津,北京南
34,67,C2069,945,980,北京南,天津
35,21,C2017,499,534,北京南,天津
35,114,C2212,552,593,天津,北京南
35,152,C2585,627,662,北京南,天津
35,121,C2220,700,741,天津,北京南
36,106,C2204,420,461,天津,北京南
36,21,C2017,499,534,北京南,天津
36,20,C2016,547,582,天津,北京南
36,35,C2033,600,635,北京南,天津
37,160,C2595,403,438,北京南,天津
37,110,C2208,464,505,天津,北京南
37,150,C2583,524,559,北京南,天津
37,22,C2018,591,626,天津,北京南
38,104,C2202,398,439,天津,北京南
38,19,C2015,466,501,北京南,天津
38,18,C2014,518,553,天津,北京南
38,33,C2031,577,612,北京南,天津
39,120,C2219,780,821,北京南,天津
39,51,C2050,846,881,天津,北京南
39,64,C2065,900,935,北京南,天津
39,133,C2232,969,1010,天津,北京南
40,82,C2087,1132,1167,北京南,天津
40,145,C2244,1195,1236,天津,北京南
40,92,C2097,1267,1302,北京南,天津
40,148,C2580,1340,1375,天津,北京南
41,118,C2217,752,793,北京南,天津
41,125,C2224,830,871,天津,北京南
41,62,C2063,889,924,北京南,天津
41,131,C2230,939,980,天津,北京南
42,60,C2061,880,915,北京南,天津
42,131,C2230,939,980,天津,北京南
42,71,C2075+,1001,1036,北京南,天津
42,139,C2238,1067,1108,天津,北京南
43,44,C2043,678,713,北京南,天津
43,41,C2040,739,774,天津,北京南
43,154,C2587,798,833,北京南,天津
43,51,C2050,846,881,天津,北京南
44,123,C2222,767,808,天津,北京南
44,56,C2057,832,867,北京南,天津
44,54,C2054,887,922,天津,北京南
44,67,C2069,945,980,北京南,天津
45,9,C2004,380,415,天津,北京南
45,17,C2013,433,468,北京南,天津
45,16,C2012,503,538,天津,北京南
45,29,C2027+,557,592,北京南,天津
46,111,C2209,585,626,北京南,天津
46,28,C2026,639,674,天津,北京南
46,46,C2045+,690,725,北京南,天津
46,153,C2586,745,780,天津,北京南
47,141,C2240,1103,1144,天津,北京南
47,140,C2239,1166,1207,北京南,天津
47,159,C2594,1246,1281,天津,北京南
47,96,C2101,1310,1345,北京南,天津
48,54,C2054,887,922,天津,北京南
48,128,C2227,950,991,北京南,天津
48,63,C2064,1005,1040,天津,北京南
48,136,C2235,1072,1113,北京南,天津
49,55,C2056,905,940,天津,北京南
49,130,C2229,968,1009,北京南,天津
49,65,C2066,1026,1061,天津,北京南
49,78,C2083,1094,1129,北京南,天津
