iter,label num,time*10000
1,3051,673.283
2,2847,538.179
3,2734,809.333
4,2771,835.906
5,2742,872.914
6,2632,877.88
7,2771,882.854
8,2665,673.403
9,2578,726.125
10,2519,824.044
11,2448,582.869
12,2424,587.556
13,2434,561.427
14,3154,939.611
15,3213,965.397
16,2766,899.097
17,3092,767.958
18,2889,797.064
19,3072,710.981
20,3300,1177.114
21,3663,800.722
22,3899,1002.806
23,4420,878.468
24,3925,975.058
25,3629,1129.58
26,3457,968.705
27,2762,829.742
28,2762,641.52
29,2762,721.843
30,2762,702.684
31,2762,754.291
32,2762,902.781
33,2762,733.527
34,2762,715.778
35,2762,666.132
36,2762,794.228
37,2762,653.409
38,2762,902.415
39,2762,839.904
40,2762,737.265
41,2762,819.992
42,2762,862.902
43,2762,762.359
44,2762,879.426
45,2762,879.18
46,2762,877.459
47,2762,859.571
48,2762,738.95
49,2762,883.976
50,2762,892.366
51,2762,680.098
52,2762,730.169
53,2762,697.939
54,2762,841.812
55,2762,870.005
56,2762,863.337
57,2762,860.764
58,2762,699.833
59,2762,683.1
60,2762,885.539
61,2762,935.153
62,2762,836.443
63,2762,771.409
64,2762,780.817
65,2762,667.728
66,2762,798.128
67,2762,637.295
68,2762,922.336
69,2762,852.689
70,2762,886.496
71,2762,775.221
72,2762,820.614
73,2762,723.546
74,2762,752.422
75,2762,655.503
76,2762,893.535
77,2762,783.897
78,2762,833.664
79,2762,918.374
80,2762,831.417
81,2762,728.33
82,2762,658.274
83,2762,881.136
84,2762,848.34
85,2762,848.361
86,2762,903.811
87,2762,842.599
88,2762,653.326
89,2762,900.202
90,2762,812.796
91,2762,930.178
92,2762,873.551
93,2762,849.904
94,2762,823.2
95,2762,879.17
96,2762,852.461
97,2762,919.032
98,2762,843.136
99,2762,808.538
100,2762,769.381
101,2762,860.894
102,2762,844.594
103,2762,874.194
104,2762,852.722
105,2762,775.77
106,2762,676.935
107,2762,857.564
108,2762,829.372
109,2762,843.628
110,2762,805.864
111,2762,869.649
112,2762,969.416
113,2762,860.61
114,2762,854.608
115,2762,821.562
116,2762,816.896
117,2762,761.474
118,2762,886.334
119,2762,804.973
120,2762,907.233
121,2762,771.226
122,2762,696.438
123,2762,868.903
124,2762,899.359
125,2762,881.492
126,2762,860.028
127,2762,859.012
128,2762,862.719
129,2762,682.844
130,2762,727.359
131,2762,912.954
132,2762,699.655
133,2762,649.822
134,2762,902.519
135,2762,865.509
136,2762,862.081
137,2762,969.325
138,2762,846.974
139,2762,855.541
140,2762,854.55
141,2762,835.192
142,2762,848.598
143,2762,852.267
144,2762,849.336
145,2762,909.63
146,2762,835.724
147,2762,881.107
148,2762,849.493
149,2987,845.774
150,3035,642.781
151,3101,666.917
152,2754,523.89
153,2853,701.777
154,2782,725.246
155,2782,678.827
156,2782,838.044
157,2782,794.543
158,2427,812.524
159,2489,762.445
160,3044,918.582
161,3166,865.964
162,2961,807.596
163,2755,657.036
164,2696,638.956
165,2649,766.868
166,2371,727.307
167,2423,644.059
168,2655,610.63
169,2655,846.141
170,2298,830.692
