第161个节点
UB = 240480, LB = 240480, GAP = 0
上海站414分出乘G7034 →G7045 →G7244/5 →G7246/3 上海站1111分退乘 ,总长度, 697,纯乘务时间 638,总接续时间 59,外驻时间 0,总工作时间817
南京南站301分出乘DJ7715 →G7002 →G7005 →G7240 →G7240/1 →G7242 →G7242/1 南京南站1009分退乘 ,总长度, 708,纯乘务时间 589,总接续时间 119,外驻时间 0,总工作时间828
上海虹桥站306分出乘DJ7698 →G7587 →G7514/1 上海虹桥站920分退乘 ,总长度, 614,纯乘务时间 315,总接续时间 299,外驻时间 0,总工作时间734
合肥南站831分出乘G7198/1 →G7284/1 →G7260/1 合肥南站1337分退乘 ,总长度, 506,纯乘务时间 368,总接续时间 138,外驻时间 0,总工作时间626
合肥南站572分出乘G7162/1 →G7162/2 →G7162/3 →G7164/5 →G7419 →G7419/1 →G7419/2 →G7420 合肥南站1254分退乘 ,总长度, 682,纯乘务时间 574,总接续时间 108,外驻时间 0,总工作时间802
合肥南站435分出乘D5495 →G7162 →G1601 →G1509/1 →G7418 合肥南站1061分退乘 ,总长度, 626,纯乘务时间 369,总接续时间 257,外驻时间 0,总工作时间746
杭州站690分出乘G7304 →G7378/1 →G7660/1 →G7397/6 →G7315 杭州站1348分退乘 ,总长度, 658,纯乘务时间 457,总接续时间 201,外驻时间 0,总工作时间778
南京南站354分出乘G7031 →G7206 →G7205 →G7264/5 →G7242/1 南京南站1009分退乘 ,总长度, 655,纯乘务时间 429,总接续时间 226,外驻时间 0,总工作时间775
上海站495分出乘G7232 →G7232/1 →G7198 →G7238/5 →G7208 →G7207 上海站1145分退乘 ,总长度, 650,纯乘务时间 521,总接续时间 129,外驻时间 0,总工作时间770
南京南站491分出乘G7043 →G130 →G411/1 →G9250 南京南站1210分退乘 ,总长度, 719,纯乘务时间 611,总接续时间 108,外驻时间 0,总工作时间839
南京南站400分出乘G7037 →G7202 →G7572/2 →D5605 →D5608 南京南站1088分退乘 ,总长度, 688,纯乘务时间 508,总接续时间 180,外驻时间 0,总工作时间808
合肥南站681分出乘D5657 →G7146 →G7146/1 →G9406/7 合肥南站1276分退乘 ,总长度, 595,纯乘务时间 527,总接续时间 68,外驻时间 0,总工作时间715
南京站336分出乘G7029 →G7004 →D9522/3 →D9524/1 南京站1014分退乘 ,总长度, 678,纯乘务时间 548,总接续时间 130,外驻时间 0,总工作时间798
南京站600分出乘G7007 →G7012 →G7055 →G7020 →G7023 →G7028 南京站1299分退乘 ,总长度, 699,纯乘务时间 613,总接续时间 86,外驻时间 0,总工作时间819
