ObjValue
34500000
26246080
22067680
18487840
14212320
12224560
10634640
8850480
8048320
7449760
6058400
5064160
4666680
3967040
3668120
3271360
3271360
2873520
2872800
1880000
1880000
1681440
1681440
1285760
1285760
294400
294400
195840
195840
