交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
1,227,DJ7725,287,333,上海,杭州
1,211,G7327,381,406,杭州,诸暨
1,212,G7328,423,448,诸暨,杭州
1,205,G7302,478,543,杭州,上海
1,59,G7202,557,610,上海,无锡
1,60,G7201,630,691,无锡,上海
2,200,G7417,785,893,合肥,黄山北
2,201,G7418,933,1034,黄山北,合肥
2,317,D5663,1064,1175,合肥,安庆
2,250,G7428,1219,1315,安庆,合肥
3,333,G9501,490,599,合肥,安庆
3,334,G9502,622,725,安庆,合肥
3,335,G9503,747,851,合肥,安庆
3,336,G9504,871,973,安庆,合肥
4,241,G7413,470,571,合肥,黄山北
4,242,G7414,593,701,黄山北,合肥
4,335,G9503,747,851,合肥,安庆
4,336,G9504,871,973,安庆,合肥
5,163,G7634/1,759,911,合肥,杭州
5,196,G7360,937,1041,杭州,上海
5,203,G7196/7,1074,1225,上海,合肥
6,236,G7558,426,492,杭州,上海
6,186,G7351,578,667,上海,杭州
7,315,D5659,803,908,合肥,安庆
7,316,D5660,936,1041,安庆,合肥
7,295,D5662,1082,1187,合肥,安庆
7,296,D5665,1225,1331,安庆,合肥
8,291,D5651,411,517,合肥,安庆
8,292,D5654,537,648,安庆,合肥
8,293,D5657,680,785,合肥,安庆
8,294,D5658,811,916,安庆,合肥
9,176,G7604,730,811,杭州,南京
9,54,G7055,834,951,南京,上海
9,218,G7309,982,1063,上海,杭州
9,327,G9313,1085,1160,杭州,衢州
9,328,G9314,1182,1269,衢州,杭州
10,187,G7304,690,759,杭州,上海
10,16,G7014,780,879,上海,南京
10,41,G7059,905,1019,南京,上海
10,209,G7311,1047,1119,上海,杭州
11,305,D5653,438,544,合肥,安庆
11,306,D5602,577,697,安庆,南京
11,307,D5603,715,841,南京,安庆
11,336,G9504,871,973,安庆,合肥
12,253,G7463,1069,1217,杭州,温州南
12,254,G7466,1233,1370,温州南,杭州
13,249,G7427,1083,1193,合肥,安庆
13,304,D5666,1249,1348,安庆,合肥
14,37,DJ7715,301,388,南京,上海
14,24,G7002,420,525,上海,南京
14,300,D5601,545,665,南京,安庆
14,301,D5604,688,808,安庆,南京
15,311,DJ8697,300,390,南京,安庆
15,312,D5652,411,522,安庆,合肥
15,313,D5655,542,647,合肥,安庆
15,301,D5604,688,808,安庆,南京
16,108,G7053,790,915,南京,上海
16,145,G7218/9,929,1073,上海,芜湖
16,146,D5644,1095,1132,芜湖,南京
17,70,G7051,729,853,南京,上海
17,170,G7347,870,980,上海,金华南
17,171,G7644,1013,1161,金华南,南京
18,189,G7308,892,951,杭州,上海
18,190,G7365,967,1105,上海,江山
18,191,G7366,1126,1270,江山,上海
18,192,G7315,1290,1348,上海,杭州
19,227,DJ7725,287,333,上海,杭州
19,270,G7556,408,483,杭州,上海
19,51,G7206,505,546,上海,苏州
19,52,G7205,564,603,苏州,上海
20,243,G7417,785,893,合肥,黄山北
20,244,G7418,933,1034,黄山北,合肥
20,317,D5663,1064,1175,合肥,安庆
20,318,D5664,1195,1300,安庆,合肥
21,189,G7308,892,951,杭州,上海
21,99,G7116,974,1095,上海,南京
21,143,G7099,1125,1257,南京,上海
21,192,G7315,1290,1348,上海,杭州
22,10,G7001,420,520,南京,上海
22,47,G7038,545,668,上海,南京
23,55,G7054,980,1100,上海,南京
23,100,G7123,1114,1230,南京,上海
24,17,G7015,840,940,南京,上海
24,132,G7064,975,1100,上海,南京
24,56,G7097,1120,1244,南京,上海
24,57,G7098,1265,1378,上海,南京
25,231,DJ7698,306,374,上海,南京
25,46,G7035,391,515,南京,上海
25,75,G7104,534,650,上海,南京
25,76,G7113,665,771,南京,上海
26,204,G7301,395,460,上海,杭州
26,205,G7302,478,543,杭州,上海
26,206,G7180,615,698,上海,南京
26,144,G7229,779,902,南京,上海
27,94,G7117,882,1004,南京,上海
27,35,G7024,1080,1185,上海,南京
28,112,G7127,800,936,南京,上海
28,20,G7022,1020,1121,上海,南京
29,161,G7369,389,472,杭州,丽水
29,162,G7632/3,488,737,丽水,合肥
29,163,G7634/1,759,911,合肥,杭州
30,220,DJ7731,291,445,杭州,温州南
30,221,G7568,480,637,温州南,杭州
31,79,G7058,1093,1220,上海,南京
31,80,G7069,1241,1360,南京,上海
32,207,G7317/20,694,837,上海,宜兴
32,208,G7319/8,863,1019,宜兴,上海
32,85,G7208,1041,1075,上海,苏州
32,86,G7207,1106,1147,苏州,上海
33,266,G7519,952,1075,上海,宁波
33,267,G7524,1094,1217,宁波,上海
34,333,G9501,490,599,合肥,安庆
34,314,D5656,676,781,安庆,合肥
35,93,G7108,700,824,上海,南京
35,17,G7015,840,940,南京,上海
35,218,G7309,982,1063,上海,杭州
35,219,G7312,1080,1140,杭州,上海
36,281,D5562/3,331,380,南京,扬州
36,282,D5564/1,405,457,扬州,南京
36,283,D5506/7,480,635,南京,南通
36,284,D5518/5,655,807,南通,南京
37,38,G7034,414,559,上海,南京
37,89,G7109,595,720,南京,上海
37,188,G7305,810,876,上海,杭州
37,189,G7308,892,951,杭州,上海
38,287,D5516/7,773,912,南京,南通
38,288,D5528/5,936,1073,南通,南京
38,349,D9519,1135,1178,南京,芜湖
38,350,D9520,1200,1237,芜湖,南京
39,78,G7061,947,1070,南京,上海
39,103,G7120,1089,1209,上海,南京
40,182,G7505,433,650,南京,宁波
40,183,G7510,684,807,宁波,上海
40,31,G7016,840,941,上海,南京
41,262,G9311,1128,1266,上海,衢州
41,263,G9312,1286,1407,衢州,上海
42,230,G7566/3,826,1086,合肥,杭州
42,159,G7652/3,1121,1271,杭州,合肥
43,154,G7266/3,872,1046,合肥,上海
43,246,G7196/7,1074,1225,上海,合肥
44,281,D5562/3,331,380,南京,扬州
44,282,D5564/1,405,457,扬州,南京
44,125,G7043,491,618,南京,上海
44,53,G7044,646,764,上海,南京
45,58,G7037,400,538,南京,上海
45,107,G7042,605,726,上海,南京
45,343,D9513,745,782,南京,芜湖
45,344,D9514,805,848,芜湖,南京
46,325,G9311,1128,1266,上海,衢州
46,326,G9312,1286,1407,衢州,上海
47,74,G7101,371,500,南京,上海
47,12,G7006,540,639,上海,南京
48,237,G7393/2,454,661,南京,上海
48,155,G7282/3,693,854,上海,芜湖
48,346,D9516,925,962,芜湖,南京
49,232,G7507,496,728,南京,宁波
49,233,G7512,748,872,宁波,上海
49,142,G7100,885,1011,上海,南京
50,91,G7063,975,1100,南京,上海
50,87,G7062,1172,1293,上海,南京
51,164,G7656/7,934,1108,杭州,合肥
51,160,G7658/5,1128,1302,合肥,杭州
52,94,G7117,882,1004,南京,上海
52,197,G7359,1074,1171,上海,杭州
52,198,G7352,1200,1291,杭州,上海
52,111,G7096,1310,1410,上海,南京
53,66,G7065,1092,1220,南京,上海
53,174,G7070,1240,1360,上海,南京
54,84,G7057,867,988,南京,上海
54,95,G7118,1038,1159,上海,南京
55,77,G7112,793,916,上海,南京
55,91,G7063,975,1100,南京,上海
55,63,G7204,1132,1188,上海,无锡
55,64,G7203,1212,1273,无锡,上海
56,71,G7050,870,990,上海,南京
56,72,G7121,1015,1137,南京,上海
57,44,G7103,439,565,南京,上海
57,69,G7040,594,712,上海,南京
57,343,D9513,745,782,南京,芜湖
57,344,D9514,805,848,芜湖,南京
58,48,G7049,700,823,南京,上海
58,184,G7515,840,955,上海,宁波
58,185,G7520,976,1240,宁波,南京
59,289,D5536/7,1093,1241,南京,南通
59,290,D5548/5,1261,1408,南通,南京
60,277,D5512/3,555,698,南京,南通
60,278,D5524/1,714,862,南通,南京
61,331,G9408/5,913,1064,合肥,上海
61,332,G9406/7,1089,1276,上海,合肥
62,96,G7105,518,644,南京,上海
62,97,G7106,665,778,上海,南京
63,152,G7258/5,461,657,合肥,上海
63,61,G7244/5,713,886,上海,合肥
64,302,D5605,828,954,南京,安庆
64,303,D5608,974,1094,安庆,南京
64,167,G7603,1130,1218,南京,杭州
64,272,G7612,1282,1363,杭州,南京
65,298,D5641,420,463,南京,芜湖
65,92,G7150/47,498,664,芜湖,上海
65,83,G7046,740,852,上海,南京
66,226,G7341,360,549,杭州,苍南
66,181,G7624,593,769,苍南,杭州
67,129,G7228/5,480,612,合肥,上海
67,153,G7264/5,677,852,上海,合肥
68,30,G7013,780,879,南京,上海
68,234,G7517,896,1011,上海,宁波
68,235,G7522,1035,1166,宁波,上海
68,23,G7028,1200,1299,上海,南京
69,206,G7180,615,698,上海,南京
69,30,G7013,780,879,南京,上海
69,32,G7018,900,1005,上海,南京
69,34,G7021,1020,1121,南京,上海
70,345,D9515,868,905,南京,芜湖
70,346,D9516,925,962,芜湖,南京
70,353,D9526/7,1037,1186,南京,南通
70,354,D9528/5,1209,1357,南通,南京
71,109,G7252/3,944,1077,上海,合肥
71,110,G7254/1,1103,1288,合肥,上海
72,329,G9402/3,831,1027,上海,合肥
72,330,G9404/1,1066,1236,合肥,上海
73,227,DJ7725,287,333,上海,杭州
73,228,G7361,350,444,杭州,江山
73,229,G7364,459,636,江山,上海
74,25,G7003,480,579,南京,上海
74,27,G7008,600,699,上海,南京
74,307,D5603,715,841,南京,安庆
74,308,D5606,860,992,安庆,南京
75,127,G7238/5,840,1031,合肥,上海
75,128,G7256/7,1053,1242,上海,合肥
76,145,G7218/9,929,1073,上海,芜湖
76,114,G7220/17,1158,1324,芜湖,上海
77,331,G9408/5,913,1064,合肥,上海
77,149,G7156/7,1106,1330,上海,合肥
78,119,G7029,336,450,南京,上海
78,11,G7004,480,579,上海,南京
78,39,G7047,609,727,南京,上海
78,40,G7048,745,874,上海,南京
79,341,D9511,620,663,南京,芜湖
79,342,D9512,683,726,芜湖,南京
79,275,D5522/3,800,952,南京,南通
79,276,D5534/1,972,1121,南通,南京
80,43,DJ7716,305,408,上海,南京
80,168,G7643,424,653,南京,丽水
80,169,G7348,679,844,丽水,上海
81,166,G7345,780,942,杭州,苍南
81,271,G7538,1004,1223,苍南,杭州
82,122,G7031,354,474,南京,上海
82,115,G7036,490,614,上海,南京
83,279,D5532/3,949,1110,南京,南通
83,280,D5544/1,1168,1320,南通,南京
84,285,D5526/7,842,1005,南京,南通
84,286,D5538/5,1055,1210,南通,南京
85,273,D5502/3,420,573,南京,南通
85,274,D5514/1,600,764,南通,南京
86,150,G7164/5,787,965,上海,合肥
86,151,G7166/3,1038,1225,合肥,上海
87,260,G7541,361,550,上海,台州
87,261,G7508,565,747,台州,上海
88,105,G7148/9,815,982,上海,芜湖
88,106,G7288/5,1017,1207,芜湖,上海
89,33,G7019,960,1060,南京,上海
89,238,G7391/4,1098,1304,上海,南京
90,175,DJ7699,310,378,南京,上海
