交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
23,46,G7035,391,515,南京,上海
23,75,G7104,534,650,上海,南京
24,68,G7039,434,554,南京,上海
24,69,G7040,594,712,上海,南京
25,298,D5641,420,463,南京,芜湖
25,92,G7150/47,498,664,芜湖,上海
25,15,G7012,720,819,上海,南京
26,34,G7021,1020,1121,南京,上海
26,73,G7124,1169,1288,上海,南京
27,56,G7097,1120,1244,南京,上海
27,67,G7030,1260,1379,上海,南京
28,176,G7604,730,811,杭州,南京
28,302,D5605,828,954,南京,安庆
28,303,D5608,974,1094,安庆,南京
28,167,G7603,1130,1218,南京,杭州
29,14,G7009,660,759,南京,上海
29,16,G7014,780,879,上海,南京
29,18,G7017,900,1000,南京,上海
29,95,G7118,1038,1159,上海,南京
30,43,DJ7716,305,408,上海,南京
30,182,G7505,433,650,南京,宁波
30,183,G7510,684,807,宁波,上海
31,227,DJ7725,287,333,上海,杭州
31,270,G7556,408,483,杭州,上海
31,51,G7206,505,546,上海,苏州
31,52,G7205,564,603,苏州,上海
32,28,G7010,660,759,上海,南京
32,30,G7013,780,879,南京,上海
32,234,G7517,896,1011,上海,宁波
32,269,G7550,1060,1170,宁波,上海
33,309,D5607,1010,1136,南京,安庆
33,310,D5610,1156,1270,安庆,南京
34,104,G7107,550,678,南京,上海
34,15,G7012,720,819,上海,南京
34,17,G7015,840,940,南京,上海
34,19,G7020,960,1059,上海,南京
35,37,DJ7715,301,388,南京,上海
35,239,G7395/8,447,660,上海,南京
36,251,G7461,664,884,上海,温州南
36,252,G7464,904,1047,温州南,杭州
36,219,G7312,1080,1140,杭州,上海
37,66,G7065,1092,1220,南京,上海
37,174,G7070,1240,1360,上海,南京
38,287,D5516/7,773,912,南京,南通
38,288,D5528/5,936,1073,南通,南京
38,349,D9519,1135,1178,南京,芜湖
38,350,D9520,1200,1237,芜湖,南京
39,207,G7317/20,694,837,上海,宜兴
39,208,G7319/8,863,1019,宜兴,上海
39,85,G7208,1041,1075,上海,苏州
39,86,G7207,1106,1147,苏州,上海
40,58,G7037,400,538,南京,上海
40,59,G7202,557,610,上海,无锡
40,60,G7201,630,691,无锡,上海
40,90,G7110,766,895,上海,南京
41,72,G7121,1015,1137,南京,上海
41,23,G7028,1200,1299,上海,南京
42,305,D5653,438,544,合肥,安庆
42,334,G9502,622,725,安庆,合肥
43,247,G7419,990,1111,合肥,黄山北
43,248,G7420,1140,1248,黄山北,合肥
44,264,G7509,658,773,上海,宁波
44,265,G7514,794,920,宁波,上海
44,218,G7309,982,1063,上海,杭州
44,219,G7312,1080,1140,杭州,上海
45,209,G7311,1047,1119,上海,杭州
45,198,G7352,1200,1291,杭州,上海
46,262,G9311,1128,1266,上海,衢州
46,326,G9312,1286,1407,衢州,上海
47,220,DJ7731,291,445,杭州,温州南
47,221,G7568,480,637,温州南,杭州
48,164,G7656/7,934,1108,杭州,合肥
48,160,G7658/5,1128,1302,合肥,杭州
49,44,G7103,439,565,南京,上海
49,107,G7042,605,726,上海,南京
50,289,D5536/7,1093,1241,南京,南通
50,290,D5548/5,1261,1408,南通,南京
51,194,G7354,604,756,杭州,常州
51,195,G7353,771,914,常州,杭州
52,31,G7016,840,941,上海,南京
52,33,G7019,960,1060,南京,上海
52,79,G7058,1093,1220,上海,南京
52,80,G7069,1241,1360,南京,上海
53,266,G7519,952,1075,上海,宁波
53,267,G7524,1094,1217,宁波,上海
54,158,G7613,982,1075,南京,杭州
54,210,G7314,1142,1203,杭州,上海
54,45,G7068,1219,1341,上海,南京
55,154,G7266/3,872,1046,合肥,上海
55,203,G7196/7,1074,1225,上海,合肥
56,230,G7566/3,826,1086,合肥,杭州
56,159,G7652/3,1121,1271,杭州,合肥
57,325,G9311,1128,1266,上海,衢州
57,263,G9312,1286,1407,衢州,上海
58,166,G7345,780,942,杭州,苍南
58,271,G7538,1004,1223,苍南,杭州
59,307,D5603,715,841,南京,安庆
59,308,D5606,860,992,安庆,南京
60,281,D5562/3,331,380,南京,扬州
60,282,D5564/1,405,457,扬州,南京
60,283,D5506/7,480,635,南京,南通
60,284,D5518/5,655,807,南通,南京
61,285,D5526/7,842,1005,南京,南通
61,286,D5538/5,1055,1210,南通,南京
62,74,G7101,371,500,南京,上海
62,12,G7006,540,639,上海,南京
63,125,G7043,491,618,南京,上海
63,155,G7282/3,693,854,上海,芜湖
63,346,D9516,925,962,芜湖,南京
64,53,G7044,646,764,上海,南京
64,98,G7115,810,932,南京,上海
65,108,G7053,790,915,南京,上海
65,65,G7052,939,1064,上海,南京
65,349,D9519,1135,1178,南京,芜湖
65,350,D9520,1200,1237,芜湖,南京
66,333,G9501,490,599,合肥,安庆
66,314,D5656,676,781,安庆,合肥
67,227,DJ7725,287,333,上海,杭州
67,228,G7361,350,444,杭州,江山
67,229,G7364,459,636,江山,上海
68,279,D5532/3,949,1110,南京,南通
68,280,D5544/1,1168,1320,南通,南京
69,249,G7427,1083,1193,合肥,安庆
69,304,D5666,1249,1348,安庆,合肥
70,38,G7034,414,559,上海,南京
70,89,G7109,595,720,南京,上海
71,150,G7164/5,787,965,上海,合肥
71,151,G7166/3,1038,1225,合肥,上海
72,319,G9232/3,385,597,上海,铜陵
72,320,G9234/1,615,800,铜陵,上海
73,231,DJ7698,306,374,上海,南京
73,168,G7643,424,653,南京,丽水
73,169,G7348,679,844,丽水,上海
74,258,G7503,484,666,上海,台州
74,259,G7542,712,916,台州,上海
75,277,D5512/3,555,698,南京,南通
75,278,D5524/1,714,862,南通,南京
76,84,G7057,867,988,南京,上海
76,42,G7056,1046,1165,上海,南京
77,227,DJ7725,287,333,上海,杭州
77,193,G7358,370,456,杭州,上海
77,268,G7549,490,622,上海,宁波
77,183,G7510,684,807,宁波,上海
78,127,G7238/5,840,1031,合肥,上海
78,246,G7196/7,1074,1225,上海,合肥
79,273,D5502/3,420,573,南京,南通
79,284,D5518/5,655,807,南通,南京
80,331,G9408/5,913,1064,合肥,上海
80,332,G9406/7,1089,1276,上海,合肥
81,337,G9505,1005,1118,合肥,安庆
81,318,D5664,1195,1300,安庆,合肥
82,260,G7541,361,550,上海,台州
82,261,G7508,565,747,台州,上海
83,190,G7365,967,1105,上海,江山
83,191,G7366,1126,1270,江山,上海
84,255,G7467,578,766,杭州,苍南
84,256,G7468,787,983,苍南,杭州
85,293,D5657,680,785,合肥,安庆
85,336,G9504,871,973,安庆,合肥
86,345,D9515,868,905,南京,芜湖
86,156,G7284/1,938,1083,芜湖,上海
86,238,G7391/4,1098,1304,上海,南京
87,152,G7258/5,461,657,合肥,上海
87,61,G7244/5,713,886,上海,合肥
88,129,G7228/5,480,612,合肥,上海
88,126,G7236/7,640,819,上海,合肥
89,187,G7304,690,759,杭州,上海
89,188,G7305,810,876,上海,杭州
89,189,G7308,892,951,杭州,上海
89,55,G7054,980,1100,上海,南京
89,167,G7603,1130,1218,南京,杭州
90,29,G7011,720,819,南京,上海
90,117,G7114,847,967,上海,南京
90,118,G7119,983,1105,南京,上海
90,36,G7026,1140,1240,上海,南京
91,343,D9513,745,782,南京,芜湖
91,344,D9514,805,848,芜湖,南京
91,41,G7059,905,1019,南京,上海
91,103,G7120,1089,1209,上海,南京
92,88,G7102,440,565,上海,南京
92,341,D9511,620,663,南京,芜湖
92,342,D9512,683,726,芜湖,南京
92,112,G7127,800,936,南京,上海
93,97,G7106,665,778,上海,南京
93,177,G7609,833,980,南京,宁波
93,235,G7522,1035,1166,宁波,上海
94,76,G7113,665,771,南京,上海
94,188,G7305,810,876,上海,杭州
94,196,G7360,937,1041,杭州,上海
94,35,G7024,1080,1185,上海,南京
95,237,G7393/2,454,661,南京,上海
95,40,G7048,745,874,上海,南京
96,91,G7063,975,1100,南京,上海
96,87,G7062,1172,1293,上海,南京
97,127,G7238/5,840,1031,合肥,上海
97,128,G7256/7,1053,1242,上海,合肥
98,109,G7252/3,944,1077,上海,合肥
98,110,G7254/1,1103,1288,合肥,上海
99,113,G7152/3,952,1124,上海,芜湖
99,114,G7220/17,1158,1324,芜湖,上海
100,145,G7218/9,929,1073,上海,芜湖
100,114,G7220/17,1158,1324,芜湖,上海
101,188,G7305,810,876,上海,杭州
101,224,G7567,937,1093,杭州,温州南
101,225,G7340,1114,1324,温州南,上海
102,119,G7029,336,450,南京,上海
102,11,G7004,480,579,上海,南京
102,13,G7007,600,700,南京,上海
102,15,G7012,720,819,上海,南京
103,331,G9408/5,913,1064,合肥,上海
103,149,G7156/7,1106,1330,上海,合肥
104,123,G7232/3,495,725,上海,六安
104,245,G7198/5,793,1032,六安,上海
105,236,G7558,426,492,杭州,上海
105,186,G7351,578,667,上海,杭州
106,353,D9526/7,1037,1186,南京,南通
106,354,D9528/5,1209,1357,南通,南京
107,177,G7609,833,980,南京,宁波
107,121,G7584,1013,1281,宁波,南京
108,199,G7501,410,687,上海,苍南
108,165,G7322,728,944,苍南,上海
109,216,G7543,427,665,上海,温州南
109,180,G7334,690,908,温州南,上海
110,123,G7232/3,495,725,上海,六安
110,124,G7234/1,744,970,六安,上海
111,49,G7276/7/6,852,1079,上海,淮南东
111,50,G7275/8/5,1128,1318,淮南东,上海
112,105,G7148/9,815,982,上海,芜湖
112,106,G7288/5,1017,1207,芜湖,上海
113,172,G7248/9,794,979,上海,合肥
113,173,G7250/47,997,1190,合肥,上海
114,213,G7325,510,753,上海,温州南
114,214,G7326,783,985,温州南,上海
115,351,D9522/3,600,774,南京,南通
115,352,D9524/1,853,1014,南通,南京
116,204,G7301,395,460,上海,杭州
116,205,G7302,478,543,杭州,上海
116,27,G7008,600,699,上海,南京
116,144,G7229,779,902,南京,上海
117,15,G7012,720,819,上海,南京
117,54,G7055,834,951,南京,上海
117,132,G7064,975,1100,上海,南京
117,143,G7099,1125,1257,南京,上海
118,39,G7047,609,727,南京,上海
118,77,G7112,793,916,上海,南京
118,347,D9517,995,1038,南京,芜湖
118,146,D5644,1095,1132,芜湖,南京
119,178,G7649,927,1105,南京,衢州
119,179,G7650,1128,1310,衢州,南京
120,147,G7132/3,581,813,上海,安庆
120,148,G7146/3,832,1073,安庆,上海
121,94,G7117,882,1004,南京,上海
121,85,G7208,1041,1075,上海,苏州
121,86,G7207,1106,1147,苏州,上海
121,215,G7126,1230,1353,上海,南京
122,82,G7045,569,696,南京,上海
122,83,G7046,740,852,上海,南京
122,345,D9515,868,905,南京,芜湖
122,346,D9516,925,962,芜湖,南京
122,347,D9517,995,1038,南京,芜湖
122,348,D9518,1060,1103,芜湖,南京
123,142,G7100,885,1011,上海,南京
123,240,G7397/6,1094,1284,南京,上海
124,123,G7232/3,495,725,上海,六安
124,202,G7198/5,793,1032,六安,上海
125,216,G7543,427,665,上海,温州南
125,217,G7546,680,930,温州南,上海
126,135,G7140/1,904,1150,上海,安庆
126,324,G9248/5,1182,1404,安庆,上海
127,133,G7072/3,348,611,上海,安庆
127,134,G7134/1,632,870,安庆,上海
128,101,G7084/5,517,758,上海,安庆
128,102,G7142/39,796,1038,安庆,上海
129,138,G7080/1,464,712,上海,安庆
129,139,G7138/5,743,982,安庆,上海
130,329,G9402/3,831,1027,上海,合肥
130,330,G9404/1,1066,1236,合肥,上海
131,140,G7092/3,828,1073,上海,安庆
131,141,G7094/1,1128,1368,安庆,上海
132,130,G7240/1,654,883,上海,六安
132,131,G7242/39,925,1151,六安,上海
133,136,G7088/9,774,1014,上海,安庆
133,137,G7090/87,1034,1268,安庆,上海
134,321,G9236/7,864,1080,上海,池州
134,322,G9238/5,1110,1345,池州,上海
135,323,G9246/7,921,1163,上海,安庆
135,324,G9248/5,1182,1404,安庆,上海
136,25,G7003,480,579,南京,上海
136,206,G7180,615,698,上海,南京
136,70,G7051,729,853,南京,上海
136,71,G7050,870,990,上海,南京
137,232,G7507,496,728,南京,宁波
137,157,G7608,778,947,宁波,南京
138,339,D9509,495,541,南京,芜湖
138,340,D9510,562,599,芜湖,南京
138,341,D9511,620,663,南京,芜湖
138,342,D9512,683,726,芜湖,南京
138,30,G7013,780,879,南京,上海
138,32,G7018,900,1005,上海,南京
139,189,G7308,892,951,杭州,上海
139,99,G7116,974,1095,上海,南京
139,22,G7025,1140,1239,南京,上海
139,192,G7315,1290,1348,上海,杭州
