交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
91,104,G7107,550,678,南京,上海
91,93,G7108,700,824,上海,南京
91,345,D9515,868,905,南京,芜湖
91,346,D9516,925,962,芜湖,南京
92,258,G7503,484,666,上海,台州
92,259,G7542,712,916,台州,上海
93,351,D9522/3,600,774,南京,南通
93,352,D9524/1,853,1014,南通,南京
94,32,G7018,900,1005,上海,南京
94,240,G7397/6,1094,1284,南京,上海
95,178,G7649,927,1105,南京,衢州
95,179,G7650,1128,1310,衢州,南京
96,331,G9408/5,913,1064,合肥,上海
96,149,G7156/7,1106,1330,上海,合肥
97,33,G7019,960,1060,南京,上海
97,238,G7391/4,1098,1304,上海,南京
98,105,G7148/9,815,982,上海,芜湖
98,106,G7288/5,1017,1207,芜湖,上海
99,319,G9232/3,385,597,上海,铜陵
99,320,G9234/1,615,800,铜陵,上海
100,150,G7164/5,787,965,上海,合肥
100,151,G7166/3,1038,1225,合肥,上海
101,172,G7248/9,794,979,上海,合肥
101,173,G7250/47,997,1190,合肥,上海
102,227,DJ7725,287,333,上海,杭州
102,193,G7358,370,456,杭州,上海
102,268,G7549,490,622,上海,宁波
102,183,G7510,684,807,宁波,上海
103,94,G7117,882,1004,南京,上海
103,35,G7024,1080,1185,上海,南京
104,81,G7032,353,474,上海,南京
104,339,D9509,495,541,南京,芜湖
104,340,D9510,562,599,芜湖,南京
104,14,G7009,660,759,南京,上海
105,216,G7543,427,665,上海,温州南
105,217,G7546,680,930,温州南,上海
106,213,G7325,510,753,上海,温州南
106,214,G7326,783,985,温州南,上海
107,231,DJ7698,306,374,上海,南京
107,46,G7035,391,515,南京,上海
107,12,G7006,540,639,上海,南京
107,76,G7113,665,771,南京,上海
108,25,G7003,480,579,南京,上海
108,27,G7008,600,699,上海,南京
108,29,G7011,720,819,南京,上海
108,71,G7050,870,990,上海,南京
109,158,G7613,982,1075,南京,杭州
109,210,G7314,1142,1203,杭州,上海
109,215,G7126,1230,1353,上海,南京
110,302,D5605,828,954,南京,安庆
110,303,D5608,974,1094,安庆,南京
110,167,G7603,1130,1218,南京,杭州
110,272,G7612,1282,1363,杭州,南京
111,119,G7029,336,450,南京,上海
111,11,G7004,480,579,上海,南京
111,39,G7047,609,727,南京,上海
111,83,G7046,740,852,上海,南京
112,177,G7609,833,980,南京,宁波
112,269,G7550,1060,1170,宁波,上海
112,45,G7068,1219,1341,上海,南京
113,188,G7305,810,876,上海,杭州
113,224,G7567,937,1093,杭州,温州南
113,225,G7340,1114,1324,温州南,上海
114,255,G7467,578,766,杭州,苍南
114,256,G7468,787,983,苍南,杭州
115,232,G7507,496,728,南京,宁波
115,157,G7608,778,947,宁波,南京
116,177,G7609,833,980,南京,宁波
116,121,G7584,1013,1281,宁波,南京
117,29,G7011,720,819,南京,上海
117,184,G7515,840,955,上海,宁波
117,185,G7520,976,1240,宁波,南京
118,297,DJ8698,312,402,合肥,南京
118,298,D5641,420,463,南京,芜湖
118,92,G7150/47,498,664,芜湖,上海
118,153,G7264/5,677,852,上海,合肥
119,37,DJ7715,301,388,南京,上海
119,239,G7395/8,447,660,上海,南京
120,84,G7057,867,988,南京,上海
120,42,G7056,1046,1165,上海,南京
121,321,G9236/7,864,1080,上海,池州
121,322,G9238/5,1110,1345,池州,上海
122,130,G7240/1,654,883,上海,六安
122,131,G7242/39,925,1151,六安,上海
123,133,G7072/3,348,611,上海,安庆
123,134,G7134/1,632,870,安庆,上海
124,101,G7084/5,517,758,上海,安庆
124,102,G7142/39,796,1038,安庆,上海
125,138,G7080/1,464,712,上海,安庆
125,139,G7138/5,743,982,安庆,上海
126,140,G7092/3,828,1073,上海,安庆
126,141,G7094/1,1128,1368,安庆,上海
127,147,G7132/3,581,813,上海,安庆
127,148,G7146/3,832,1073,安庆,上海
128,135,G7140/1,904,1150,上海,安庆
128,324,G9248/5,1182,1404,安庆,上海
129,17,G7015,840,940,南京,上海
129,99,G7116,974,1095,上海,南京
129,100,G7123,1114,1230,南京,上海
129,57,G7098,1265,1378,上海,南京
130,136,G7088/9,774,1014,上海,安庆
130,137,G7090/87,1034,1268,安庆,上海
131,74,G7101,371,500,南京,上海
131,75,G7104,534,650,上海,南京
132,44,G7103,439,565,南京,上海
132,206,G7180,615,698,上海,南京
132,29,G7011,720,819,南京,上海
132,117,G7114,847,967,上海,南京
133,82,G7045,569,696,南京,上海
133,15,G7012,720,819,上海,南京
133,54,G7055,834,951,南京,上海
133,55,G7054,980,1100,上海,南京
134,199,G7501,410,687,上海,苍南
134,165,G7322,728,944,苍南,上海
135,216,G7543,427,665,上海,温州南
135,180,G7334,690,908,温州南,上海
136,123,G7232/3,495,725,上海,六安
136,124,G7234/1,744,970,六安,上海
137,323,G9246/7,921,1163,上海,安庆
137,324,G9248/5,1182,1404,安庆,上海
138,123,G7232/3,495,725,上海,六安
138,245,G7198/5,793,1032,六安,上海
