第211个节点
UB = 338400, LB = 338400, GAP = 0
上海虹桥站618分出乘G1657 →G1349/1 →G1356/1 →G9314/1 →G45/4 →G1660/3 上海虹桥站1398分退乘 ,总长度, 780,纯乘务时间 482,总接续时间 298,外驻时间 0,总工作时间900
上海虹桥站618分出乘G1657 →G1349/1 →G2314/1 →G1326/4 →G7374/4 →G1658/3 →G7536/2 上海虹桥站1398分退乘 ,总长度, 780,纯乘务时间 549,总接续时间 231,外驻时间 0,总工作时间900
杭州东站535分出乘G7641/1 →G7694/2 →G2362/3 →G1364/1 →G1640/2 杭州东站1307分退乘 ,总长度, 772,纯乘务时间 349,总接续时间 423,外驻时间 0,总工作时间892
杭州东站646分出乘G7355/2 →G7356 →G7334/3 →G7545 →G7519/1 →G7545/5 →G7571/6 →G7466 →G7342/1 杭州东站1393分退乘 ,总长度, 747,纯乘务时间 577,总接续时间 170,外驻时间 0,总工作时间867
合肥南站411分出乘D5651 →D5654 →G7406/1 →G7405 →G1602/8 合肥南站1127分退乘 ,总长度, 716,纯乘务时间 380,总接续时间 336,外驻时间 0,总工作时间836
合肥南站419分出乘G7434 →G266/1 →G212/2 →G212/3 →G215/1 →G7454/3 合肥南站1160分退乘 ,总长度, 741,纯乘务时间 354,总接续时间 387,外驻时间 0,总工作时间861
南京南站496分出乘D9509 →D9510 →G46/2 →G23/1 南京南站1275分退乘 ,总长度, 779,纯乘务时间 348,总接续时间 431,外驻时间 0,总工作时间899
上海虹桥站563分出乘G1655 →G7616/1 →G163/4 →G7338/1 上海虹桥站1288分退乘 ,总长度, 725,纯乘务时间 339,总接续时间 386,外驻时间 0,总工作时间845
合肥南站312分出乘DJ8698 →G7689 →G7665/2 →G7662/1 →G164/3 →G7692/2 合肥南站1052分退乘 ,总长度, 740,纯乘务时间 499,总接续时间 241,外驻时间 0,总工作时间860
杭州东站468分出乘G7533 →G7568/1 →G7355/2 →G2304/5 →G7350/1 杭州东站1233分退乘 ,总长度, 765,纯乘务时间 311,总接续时间 454,外驻时间 0,总工作时间885
上海虹桥站452分出乘G1341 →G2326/1 →G7356 →G7334/3 →G7116 →G7123 上海虹桥站1230分退乘 ,总长度, 778,纯乘务时间 521,总接续时间 257,外驻时间 0,总工作时间898
