ObjValue
457920
446400
433440
424800
413280
404640
403200
397440
396720
393120
390240
387360
382400
380160
379440
374976
373680
371280
369504
367339.35483871
365424
363836.417910448
361067.829880044
358101.818181819
356632.258064516
354084.594921403
351623.172413793
349564.767477672
347900.611764705
347412.507042254
345519.931953502
344290.198915009
343581.971830986
343440
342806.557377049
342684.770642202
342458.181818182
341753.962264151
341149.787234043
340846.601941748
340168.695652174
339920.816326531
339130
339130
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338400
338520
338484.705882353
338484.705882353
338400
338400
338400
338400
338880
338880
338400
338400
338400
338400
339120
339120
339120
338880
338400
