ObjValue
327628800
261288000
219826080
116166240
62264160
27025920
10437120
6288480
2141280
69120
67860
64800
62674.2857142857
61920
61920
61318.4810126582
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
60480
61200
60480
60480
60480
60480
60480
60480
60480
