ObjValue
34500000
27436000
23263360
19872720
15299000
12614480
11023840
9235360
8042560
7049760
5657680
4566818.46153846
3669560
3469302.85714285
3170880
3169920
2870880
2869920
1876760
1876160
1677600
1677120
1281440
1280720
289360
289360
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
191040
191040
190800
190800
190800
190800
190800
190800
190800
190800
190800
190800
191520
191520
191520
191520
