ObjValue
80640
80640
80640
80640
78480
77040
75600
73440
72960
72000
71050
70452.6315789474
69300
68912
68397.3626373626
67680
67028.221574344
66774.8571428571
66264.6857142857
65617.4117647059
64899.6923076923
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64854.4864864865
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
64800
65340
65340
64800
64800
64800
64800
65520
65520
65520
65520
65520
66240
66240
66240
66240
66240
66960
66240
66240
